document_id,sentence_id,start_token_id,end_token_id,split,ner_score,calibrated_score
EXP-1908-01-21-a-i0053,0,0,0,test,0.009383131749927998,0.0004060689825564623
EXP-1908-01-21-a-i0053,0,1,2,test,0.12339814752340317,0.8124352097511292
EXP-1908-01-21-a-i0053,0,3,3,test,0.8969339728355408,0.5072624087333679
EXP-1908-01-21-a-i0053,0,4,4,test,4.087851721124025e-06,0.007205250207334757
EXP-1908-01-21-a-i0053,0,5,5,test,0.9855344295501709,0.35427144169807434
EXP-1908-01-21-a-i0053,0,6,8,test,0.0007020863704383373,0.00031410271185450256
EXP-1908-01-21-a-i0053,0,9,9,test,1.6973350511761964e-06,5.153855090611614e-05
EXP-1908-01-21-a-i0053,0,10,10,test,9.833139529291657e-07,1.8703596651903354e-05
EXP-1908-01-21-a-i0053,0,11,13,test,0.9440727829933167,0.09102542698383331
EXP-1908-01-21-a-i0053,0,14,14,test,8.833255378704052e-06,0.0002808566205203533
EXP-1908-01-21-a-i0053,0,15,15,test,2.7488003979669884e-06,0.0011975436937063932
EXP-1908-01-21-a-i0053,0,16,16,test,7.758912033750676e-06,0.0005095959058962762
EXP-1908-01-21-a-i0053,0,17,17,test,0.0007396289147436619,7.526880654040724e-05
EXP-1908-01-21-a-i0053,0,18,18,test,0.09351303428411484,4.489651109906845e-05
EXP-1908-01-21-a-i0053,0,19,19,test,0.00028398921131156385,0.00012904132017865777
EXP-1908-01-21-a-i0053,0,20,20,test,2.8282262064749375e-05,0.00016758832498453557
EXP-1908-01-21-a-i0053,0,21,21,test,6.761270014976617e-06,0.0025890280958265066
EXP-1908-01-21-a-i0053,0,22,24,test,0.9672032594680786,0.6763707399368286
EXP-1908-01-21-a-i0053,0,25,25,test,7.150441092562687e-07,0.0007799125160090625
EXP-1908-01-21-a-i0053,0,26,27,test,0.2752598524093628,2.7681526262313128e-05
EXP-1908-01-21-a-i0053,0,28,28,test,4.907677976007108e-06,0.00047493891906924546
EXP-1908-01-21-a-i0053,0,29,29,test,1.4050639038032386e-05,0.0025550031568855047
EXP-1908-01-21-a-i0053,0,30,30,test,0.7774028778076172,0.8730846047401428
EXP-1908-01-21-a-i0053,0,31,31,test,6.902708946654457e-07,2.331008630562792e-07
EXP-1908-01-21-a-i0053,0,32,32,test,1.480395167163806e-05,4.176670699962415e-05
EXP-1908-01-21-a-i0053,0,33,34,test,0.0016252920031547546,0.00020117998064961284
EXP-1908-01-21-a-i0053,0,35,35,test,5.055117640040407e-07,0.002236338332295418
EXP-1908-01-21-a-i0053,0,36,36,test,6.527812729473226e-06,0.0002373907045694068
EXP-1908-01-21-a-i0053,0,37,37,test,0.8465105295181274,0.000820442452095449
EXP-1908-01-21-a-i0053,0,39,39,test,3.405928282518289e-06,0.00039014744106680155
EXP-1908-01-21-a-i0053,0,40,40,test,5.060549028712558e-07,0.0003100912144873291
EXP-1908-01-21-a-i0053,0,41,42,test,3.0920384688215563e-06,4.045166861033067e-05
EXP-1908-01-21-a-i0053,0,43,43,test,2.3602124201715924e-06,0.0008507845341227949
EXP-1908-01-21-a-i0053,0,44,44,test,0.9272778630256653,0.9133477807044983
EXP-1908-01-21-a-i0053,0,45,45,test,4.812442710999676e-08,7.598985121148871e-07
EXP-1908-01-21-a-i0053,0,46,48,test,2.513137133064447e-06,9.83997892944899e-07
EXP-1908-01-21-a-i0053,0,49,49,test,1.2726383147310116e-06,0.00021523120813071728
EXP-1908-01-21-a-i0053,0,50,51,test,2.1818493678438244e-06,0.0005506394663825631
EXP-1908-01-21-a-i0053,0,52,53,test,0.9868218302726746,0.2549562156200409
EXP-1908-01-21-a-i0053,0,54,54,test,4.356464614829747e-06,1.0564248213995597e-06
EXP-1908-01-21-a-i0053,0,55,59,test,0.8544062376022339,0.0001425889495294541
EXP-1908-01-21-a-i0053,0,60,60,test,7.811969226168003e-06,2.2517012894240906e-06
EXP-1908-01-21-a-i0053,0,61,61,test,1.799654091882985e-05,0.0017609710339456797
EXP-1908-01-21-a-i0053,0,62,63,test,0.38464298844337463,0.8937793374061584
EXP-1908-01-21-a-i0053,1,64,64,test,0.0,0.09718971699476242
EXP-1908-01-21-a-i0053,2,65,65,test,0.0007905146921984851,0.7366102337837219
EXP-1908-01-21-a-i0053,2,66,66,test,1.6452564523206092e-05,7.228762842714787e-05
EXP-1908-01-21-a-i0053,2,67,67,test,0.0022052640561014414,0.0018814068753272295
EXP-1908-01-21-a-i0053,2,68,68,test,0.9752264022827148,0.7335229516029358
EXP-1908-01-21-a-i0053,2,69,69,test,1.740020479701343e-06,0.016962775960564613
EXP-1908-01-21-a-i0053,2,70,70,test,2.346650217077695e-05,0.0020433927420526743
EXP-1908-01-21-a-i0053,2,71,71,test,0.9898248314857483,0.7849243879318237
EXP-1908-01-21-a-i0053,2,73,73,test,1.3413411579676904e-05,4.499685383052565e-05
EXP-1908-01-21-a-i0053,2,74,76,test,0.01616937853395939,5.6046370445983484e-05
EXP-1908-01-21-a-i0053,2,77,77,test,3.5865511449628684e-07,3.1384354315378005e-07
EXP-1908-01-21-a-i0053,3,78,78,test,1.2082227840437554e-05,6.680801016045734e-05
EXP-1908-01-21-a-i0053,3,79,79,test,2.7088487968285335e-06,5.162581510376185e-05
EXP-1908-01-21-a-i0053,3,80,80,test,0.004826381336897612,1.4289578757598065e-05
EXP-1908-01-21-a-i0053,3,81,81,test,3.064674558572733e-08,7.754902071610559e-06
EXP-1908-01-21-a-i0053,3,82,84,test,0.9872896075248718,0.9905187487602234
EXP-1908-01-21-a-i0053,3,85,85,test,0.0003519777674227953,0.00021956655837129802
EXP-1908-01-21-a-i0053,3,86,86,test,2.9256713874532586e-16,0.00014455715427175164
EXP-1908-01-21-a-i0053,4,87,87,test,0.0013141499366611242,1.3724074960919097e-05
EXP-1908-01-21-a-i0053,4,88,88,test,0.7747453451156616,0.43731942772865295
EXP-1908-01-21-a-i0053,4,89,89,test,1.820445504563395e-05,2.3725651487893629e-07
EXP-1908-01-21-a-i0053,4,90,90,test,1.0067678886116482e-05,6.120687885413645e-06
EXP-1908-01-21-a-i0053,4,91,91,test,0.02324259653687477,5.093579602544196e-07
EXP-1908-01-21-a-i0053,4,92,92,test,4.638168888959626e-07,1.3470057638187427e-05
EXP-1908-01-21-a-i0053,4,93,93,test,2.8803286113543436e-05,5.383690790949913e-07
EXP-1908-01-21-a-i0053,4,94,94,test,0.9511421918869019,0.007854517549276352
EXP-1908-01-21-a-i0053,4,96,96,test,6.194596608111169e-06,2.718699079196085e-07
EXP-1908-01-21-a-i0053,4,97,97,test,0.00033326001721434295,3.362455106015183e-11
EXP-1908-01-21-a-i0053,4,98,98,test,4.349847131379647e-06,1.5934531347738812e-06
EXP-1908-01-21-a-i0053,4,99,99,test,7.158520531902468e-08,4.691857611760497e-06
EXP-1908-01-21-a-i0053,4,100,101,test,0.0002594153629615903,4.3570736352194217e-07
EXP-1908-01-21-a-i0053,4,102,102,test,0.006528895348310471,9.477672620050726e-07
EXP-1908-01-21-a-i0053,4,103,103,test,1.4139768609311432e-06,3.932141368068187e-08
EXP-1908-01-21-a-i0053,4,104,104,test,1.7256236333196284e-06,1.0813843118739896e-06
EXP-1908-01-21-a-i0053,4,105,105,test,0.0036309477873146534,2.5778112103580497e-05
EXP-1908-01-21-a-i0053,4,106,106,test,1.411381072102813e-05,0.00026249472284689546
EXP-1908-01-21-a-i0053,4,107,109,test,0.9951110482215881,0.9928891658782959
EXP-1908-01-21-a-i0053,4,110,110,test,1.1107542377430946e-05,8.222465339713381e-07
EXP-1908-01-21-a-i0053,5,111,112,test,9.366797166876495e-05,1.1771737263188697e-05
EXP-1908-01-21-a-i0053,5,113,113,test,8.101395998494354e-09,0.0010103138629347086
EXP-1908-01-21-a-i0053,5,114,114,test,0.0002452761691529304,0.006342740263789892
EXP-1908-01-21-a-i0053,5,115,116,test,1.0927840321528492e-06,3.6991161778132664e-06
EXP-1908-01-21-a-i0053,5,117,117,test,2.3966485969140194e-06,3.808310566455475e-06
EXP-1908-01-21-a-i0053,5,118,118,test,8.068735724009457e-07,2.364044848945923e-05
EXP-1908-01-21-a-i0053,5,119,120,test,0.44589224457740784,4.814352791981946e-07
EXP-1908-01-21-a-i0053,5,121,121,test,6.898937954247231e-07,7.925330578473222e-07
EXP-1908-01-21-a-i0053,5,122,122,test,0.00015618922770954669,2.604376959425281e-06
EXP-1908-01-21-a-i0053,5,123,123,test,5.451252036436927e-07,0.0013397895963862538
EXP-1908-01-21-a-i0053,5,124,124,test,0.9168024063110352,0.9007645845413208
EXP-1908-01-21-a-i0053,5,125,125,test,2.2961274808580567e-12,1.9049771537993365e-08
EXP-1908-01-21-a-i0053,6,126,126,test,1.1111187632195652e-05,1.3441303963190876e-06
EXP-1908-01-21-a-i0053,6,127,127,test,5.588198632722197e-07,2.2256183562774368e-09
EXP-1908-01-21-a-i0053,6,128,128,test,1.3586971363110933e-05,7.064668807288399e-06
EXP-1908-01-21-a-i0053,6,129,129,test,0.9951297044754028,0.9198440313339233
